prolific_id,exit2_reason_changes,codes
62aa591a476ebabe28612a92,"No changes made. I stand by my beliefs in A.I. I feel as though it has it's purpose in the current climate of how everything works, but in terms of politics and debates, I'm not so certain on where I stand. I feel as though it could may be manipulated in a way still.",no_change; ai_misuse; ai_use_undecided
6531312fd57d084e7803df3b,"I've not made any changes, but I'm surprised that the chatbots gave such coherent answers. Even though what they said I agreed with, I still think we should know if the answers are coming from a person or a robot.",no_change; ai_use_disclosed; ai_good_quality_coherence; emotion_surprise
63cfed1fbc62b4cdf71d89a8,"I have not made any changes to my evaluation but it illustrates the need for the use of such systems to be explicitly stated and the data sources revealed, as it is VERY easy to be misled by fake actors attempting to influence opinion.",no_change; ai_use_disclosed; ai_misuse
62b182ba39468032223841bb,"I have not changed my evaluations, as I believe using AI without very clear labelling presents a risk in any public forum. However, it is clear that issues (including answers to questions) can be intelligently summarised and a balanced response given. I stand by my belief that if people should always be given the truth about the source of information - if that is AI, then it should never be presented as a human response. I believe this blurs moral and ethical (and possibly legal) boundaries.",no_change; ai_use_disclosed; ai_use_danger; ai_quality_good_summarization; ai_good_balanced; ethical_concerns
660d5af29e8f6f8ac3be3749,"My thoughts remain broadly in line with my original answers, which is almost a blanket caution, but seeing the results I'm even less happy that AI chatbots can have any positive impacts. Some of the mismatches were quite plausible, and having no inclination from the start that AI would form a part of the survey (goes to the issue of transparency and ensuring use is disclosed and fully explained) then people can easily be 'taken in' by relatively normal sounding speech and text. This has obvious dangers in the realm of politics especially.",no_change; ai_use_disclosed; ai_use_deceive; ai_use_danger; emotion_unhappiness
66099d3fa3579e4e79fa013c,"I was not aware that there would be AI chatbot responses to judge. In retrospect, if I was looking out for AI generated responses, I would perhaps have been more aware some of these were not a human response. However, I do still stick to my views that it should be clear when they are used in political discourse.",no_change; ai_use_disclosed; awareness_could_help
664f447336e82cfdd5232880,"No but I even more agree now that if AI is used, we should be told about it as finding out that some of the responses were AI was hugely shocking to me",no_change; ai_use_disclosed; emotion_shock
57fa6c8b07d709000141ad46,"No changes made.
AI and chatbots have no place in political debate IMO.",no_change; ai_use_no
6093bbe2d2c5537241164571,I have made no changes. In fact I feel even more strongly that AI should not be used in public debates given how convicing some of the AI responses were.,no_change; ai_use_no; ai_good_quality_convincingness
660ec28afc34e605e925c38e,"No changes to be made, I strongly support my answers and believe that AI should be regulated and used appropriately.",no_change; ai_use_regulated
651af64eeab2e9f1c4ecd3b2,"No changes but I would like to expand on a couple of points.

""If chatbots and AI are used in public debates, we need to know what data the system was developed on.""
I chose neutral because I don't think knowing the datasets would help the general public, but it would be important information for anyone with more knowledge about AI.

""Chatbots and AI should be regulated and only be employed in specific circumstances.""

This was a tricky one for me because, on the one hand, I do think regulations are needed, but I think this would hinder innovation too much.",no_change; ai_use_regulated_limited; ai_data_source
66718bbb61a1ad0225968d18,"stayed the same, but being open to using AI even in debates should always be shared",no_change; ai_use_yes
614618f3146cc85f803c4e69,I didn't make any changes. I think AI is invaluable as a tool but it has to be made explicit that it has been utilised in this way.,no_change; ai_valuable_contribution; ai_use_disclosed
6163a7394293a6ff11d88f29,"i am not changing my mind because i dont believe we should be relying on ai, so the fact i believed them to be more coherent does not surprise me. i am however, dismayed!!",no_change; emotion_dismay; ai_better_quality_coherence
5bebf332cef79f00014d230c,"No I dont think so. Im supprised that I seemed to go towards the AI generated answers 
Good study which I enjoyed completing thanks",no_change; emotion_surprise
5fdcd228539a382bc5e9fae5,No. I did not make any changes to my answers. It is surprising to discover that some on the responses were AI generated.,no_change; emotion_surprise
5e7e1679f8a96f4be83e51e4,"very interesting study. I was really surpised with how good AI is. However, I didnt change my responses to the above questions as I feel that politicians should be able to debate a lot better given their position of power and salaries.",no_change; emotion_surprise; ai_good_quality; human_quality_bad
5e9027110aacc7320bd9a84b,"No changes BUT you say the response from Andy Burnham was a real response, not AI, but the response was complete gobbledegook. I'm pretty sure this is not a quotation from Andy Burnham or any other human...",no_change; human_quality_bad
5ac8a695e1099600016aaae4,No changes - quite glad I seemed to prefer the non AI responses,no_change; preferred_real
63fbf0e3b18cc14adc0dbfb6,No changes made. Furthermore I feel my responses here are congruent with my judgements regarding the audience answers. Excellent study.,no_change; satisfied_with_responses
5d41925ef7b99500012b960e,"No changes made - I stand by what I said! I would argue that the final question should really be two questions - Should AI be regulated? Yes, absolutely it should. Should AI only be employed in specific circumstances? No, I don't think so.",no_change; survey_structure_comment; ai_use_regulated
611a634c7e0e602c9a6b3ad1,"I did not change my view as I suspected dishonesty in the study. Maybe from switching names and statements,, the speaker Anthony Scaramucci gave it away for me as I don't see why he would be talking about welsh lockdowns on question time...",no_change; suspected_ai_involvement
57c357770e6a1f00015f6038,"No changes, 
Although, I admit to suspecting that the AI responses were AI responses. I follow question time and of course panel responses read less coherently as they are spoken on the day. All the AI responses were measured and gramatically correct.",no_change; suspected_ai_involvement; ai_better_quality_coherence; ai_better_quality_grammar; familiar_with_QT
5b9d57e5737d030001ad2cbf,"Not changed any here, but the timings on the previous page were wrong. Said I spent 10 seconds on #3 when I spent much longer than that. I read each one properly,",no_change; time_tracker_issue
615eda024a5f84f408625b4f,"I haven't changed any of my responses. 

BTW - the times listed for the amount of type I spent on each response on the previous page were wrong. I'm not sure what software you're using to track that but it wasn't even close.",no_change; time_tracker_issue
640ce3e5772a5a2776ccddb5,Felt this was reasonable,satisfied_with_responses
6053e01a6a8e8516ba7d47a7,"It seemed that on the scale of authenticity the AI was mixed comparing to my own opinion. But on the scales of coherency and relevancy it was very good in aligning with my own views.  Therefore, I am more inclined to agree to support it in public debates and agree more that it can make a valuable contribution- as opposed to being neutral on such questions.  Separate to that I wonder how it is making such judgements and the nature of its algorithm in doing so- but I had already said I strongly agree we need to know what data and indeed upon what basis the system is developed on.  I would add that it rather fascinated me- I had no idea at the start and going through each of the responses that AI was involved.",satisfied_with_responses; ai_use_yes; ai_valuable_contribution; ai_data_source; emotion_fascinated; nature_of_ai
6266b0409582f553a3e10d9a,I suspected there was AI involvement in this survey.,suspected_ai_involvement
65a68cb02b70524088c53064,"I know of none of those people and therefore regardless of what they say, I wouldn't know whether to believe them or not.",unfamiliar_with_speakers
55e356dac70c7a00052a57ec,it seems i am rubbish at picking out AI generated responses,ai_indistinguishable 
571a82d06a1c6300094c6a19,Some of the answers that I wasn't sure about were generated by Ai so i changed my answer to say strongly agree that they have a valuable place in debate - well done Ai,ai_good_quality; change; ai_valuable_contribution
57b71e418f963300014c8eaf,"i am familiar with chatbot and AI , but i did get a few respones wrong, but i do belive AL can only repeat what they are told , and do not know or understand what they are talking about, their only as good as the information they are fed.",ai_indistinguishable; ai_use_imitates 
5915e5c6405db80001f30ff1,I am surprised by some of the answers AI gave so i have changed my answers,change; emotion_surprise
592a6f9190cb9b000105e5de,i would rather humans have the public debates .,ai_use_no
59e7eb5d62637600014a7db2,The AI answers were convincing and would make me want to double check information on the net in the future.,ai_good_quality_convincingness; study_encourages_caution
59fc8a30087f2e0001ead66d,I finnd it very scary that chatbots couldd have provided some of the results.  I changed my answers to say I strongly disagree that chatbots can have good input into debates.  Chatbots ultimately only pull on information that they can find themselves via search engines (that is my understanding) but there are so many lies out there how can be trust anything they say!,emotion_fear; change; ai_use_no; ai_fact_correctness
5abe42840527ba0001c1db23,I was shocked that virtually every one of my responses was incorrect. I thought that some of the answers were too incoherent to have been given by a real speaker and guessed they were given by an AI. My level of inaccuracy would make me far more cautious in future.,emotion_shock; human_quality_bad_coherence; study_encourages_caution
5b1bc42168a5ed0001737ef3,No changes but by about Question5/6 I thought some of the answers were maybe AI generated,no_change; suspected_ai_involvement
5b9e4dc6e671c60001228654,The only change I made was to agree more strongly that AI should be regulated. This study has demonstrated convincingly that its use in politics is dangerous.,change; ai_use_regulated; ai_use_danger
5c5898e49fcbc40001dcbc42,none,no_change
5c5c539213005e0001ab6517,no changes made thanks,no_change
5c5f61170a2a3c000123dc45,no changes,no_change
5c73d2817ed3a70001fc2929,"NO, BECAUSE I WAS USING MY AVAILABLE KNOWLEDGE, WHICH IS ALL I COULD DO REALLY",no_change
5ce740c8636a5b0018f55968,"I am a little familiar with chatbots, but cannot always tell if they are used, so i changed my mind on a couple of the answers. I think we should be informed if they are used!",change; ai_indistinguishable; ai_use_disclosed
5ce9b0e4be5a6b00163f6870,None. N/A,no_change
5dbf1e36c97a8c3c0b008785,"I changed my answer to neutral to chatbots being used in public debates as every situation and debate is unique so guidelines and measures should support this, but I do not know how.",change; ai_use_regulated; ai_use_undecided
5e258b8b3d2e1b7e12b4ebda,No changes,no_change
5ea0002d88f78b1aa69ca675,No changes to my answers.,no_change
5ea1950819664f04542a50bf,"No changes made although the A1 contributions were very convincing.
 II fear we are on a very slippery slope with A! however",no_change
602fc8d80c9b4ad3a35ce223,"There needs to be 100% transparency of where the information came from, how it was generated and what the sources were i.e. the system it was developed on should definitely be disclosed.",ai_use_disclosed; ai_data_source
60ad78e3ca3cb1ab24c9d01f,I  changed my view on whether chatbots have a role to play in public debate. I was surprised at the data relating to the last three questions,change; emotion_surprise
611a8d23c1d17506a23df589,"By going through the answers to these questions on ""Question Time"".it is clear to me that some of the answers have been created by a generative AI system like ChatBGT.  In my line of work, I have become familiar with some ""ChatGBT words"" like ""underscored"" and ""leveraged"" and can easily recognise these from the supposed answers from the speakers, and this is a big giveaway.  After thinking about this I changed my mind and ticked ""disagree"" about the use of AI in public debates as these are computer-generated and formulaic answers that do not capture the real essence (nor sometimes authenticity) of what the speaker is saying.",ai_use_no; ai_use_imitates; suspected_ai_involvement
61524d51b20fcebb8f619497,no changes,no_change
62712a5f4a725b715e1b0520,"I made no changes, I am still against it",no_change; ai_use_no
62b2d869074bd11bce35650e,I didn't make changes to my responses because I had guessed that your research was probably connected with AI generated text. I therefore assessed the answers bearing that in mind.,no_change; suspected_ai_involvement
62c47e133958edd348b6b525,i prefer human interctions as u know its real with feelings and emotions it has substance and generates as real thoughts and choices,ai_use_imitates
634e8b77918a7fbb1be455c3,Chatbots should not be used in public debates. The participants should only be human with human failings and emotions.,ai_use_no
63d41641e3864dede6329c16,It looks like that I am very not good at recognising AI-generated speech but I have some sense though :D,ai_indistinguishable
65c9dd09090c48be1380c4b8,"My judgment within the debate questions were sometimes wrong and I'm not sure I would recognise an AI response, so now believe they should not contribute to public debates.",ai_indistinguishable; ai_use_no
661691f2685ea4472af1daa3,I thought I was familiar with chat bots but this has shown I am obviously not :(,ai_not_as_familiar
661692cfc2dde70b43f7ab85,"No changes. I don't agree with the use of AI to sway or promote a point of view, especially if it is not disclosed that it is AI and where it is coming from.",no_change; ai_use_no; ai_use_disclosed
6622b783843f78cf5354e223,I think it is useful to know the source of the information so we are aware it was ai generated and not human. This can help use make an informed decision regarding the data we are presented with,ai_use_disclosed
663a286f5a7137066aa0a017,"I think it can be disceiving if it is not the real person making the argument, and it may give them an unfair advantage from the opposition therefore it should be regulatede.",ai_use_regulated; ai_misuse; ai_use_deceive
664d0be31a585c224f0aa15d,No,no_change
6658bfd1b91466db56e72f0d,I couldn't recognize an AI generated response. So I changed answer 1.,ai_not_as_familiar; change
6658c2cfb6d37fb6ef8669dc,i am familiar with chat bots and ai,ai_not_as_familiar
6659a859ef9a59b67d086be9,"I feel like it is very easy to impersonate a real political figure using a chatbot, which I find concerning for the future. As such I changed one of my opinion points down one.",ai_misuse; change
665b2cda9a7a5b542d4a1964,I made no changes.,no_change
665b4d8a5be9070490ad686a,I am familiar with chatbots and AI question- yes I'm familiar with them but it's scary how I didn't pick up that any of the speaker's quotes were AI generated!,ai_indistinguishable; emotion_fear
665f4a71dc33fa9495c53d6d,No changes to my evaluations.,no_change
66645eff20ea0a1d14a3d5bb,"After reading the debrief, I really believe that chat bots should never be used for political debates.",ai_use_no; change
66697400b1bdf9cd83b81b0b,I didn't make any changes.,no_change
667194f7dcc0ea2f5f06578e,Whilst I am familiar with chatbots and AI it is clear that my ability to identify what is real and what is AI generated is not as strong as I thought.,ai_indistinguishable 
66797c7ee8bea8384dc38bba,None made.,no_change
663a868c2596e92512a621bf,I would not change my answers as I still believe that the use of AI is areas such as this have to be utilised for specific reasons and highly regulated to ensure they will not sway voters incorrectly, no_change; ai_use_regulated; ai_use_misuse
