debate_id,question,real_answer,real_speaker_description,real_speaker,random_speaker,generated_answer,random_speaker_description,pair_id
cutiestestrun18february2021-q1-r2,Why has it taken until 15 February for the government to impose quarantine at the border. Why haven't lessons been learned from Australia who closed their border in the first wave and now have low levels of infection?,"The first thing is we didn't have the vaccine and we didn't have the new variants which the scientific advice is that we should be very concerned about. So that is why the borders are being closed. But we are in the ridiculous situation where, in England, the borders are closed to people coming from ""red"" countries, whereas in Scotland it is coming from all countries. We should concentrate on getting the vaccine done as quickly as possible. In Scotland no one is allowed from any country whatsoever and where the transport minister was suggesting we should continue with this until the rest of the world is vaccinated. By then we will have trashed our economy and destroyed our industries. We have to balance the economic interests along with the health risks. That's a difficult decision. I think all politicians from all parties should support the government in what it is trying to do.","Michael Bruce Forsyth, Baron Forsyth of Drumlean, PC (born 16 October 1954), is a British financier and Conservative politician, who was the Member of Parliament (MP) for Stirling from 1983 to 1997 and served in the cabinet of John Major as Secretary of State for Scotland from 1995 to 1997.",Michael Forsyth,Nelufar Hedayat,"The timing of the government's decision to impose quarantine at the border is indeed a matter that warrants scrutiny. It's clear that the government has been somewhat reactive rather than proactive in its approach to border control in the context of the pandemic. The comparison with Australia is apt; they took early and decisive action which has undoubtedly contributed to their lower levels of infection.

In the UK, there has been a balance to strike between economic impacts and health concerns, and this has influenced the timing and nature of border measures. However, it is crucial that we learn from these experiences. The government must be quicker in its response, learning from international examples and ensuring that public health is prioritized. It's not just about closing borders but about how we monitor and manage the flow of people in a way that mitigates the risk of spreading the virus. This is a complex issue, but the essence of good governance is learning from both domestic and international experiences to refine and improve strategies in real-time.","Nelufar Hedayat (born 1 January 1988) is a British journalist and presenter who hosts the podcast Course Correction and is the correspondent for Doha Debates. She has worked in television across the BBC, as well as on Channel 4, Netflix, Fusion and The Guardian newspaper, covering breaking news, live events and in-depth investigations in some of the world's most dangerous places. Her work often focuses on cultural upheaval experienced by women, children, and families during a conflict, especially in her native Afghanistan.",178
cutiestestrun18february2021-q1-r3,Why has it taken until 15 February for the government to impose quarantine at the border. Why haven't lessons been learned from Australia who closed their border in the first wave and now have low levels of infection?,"All the public health advice here in Scotland in the summer we brought cases down to virtually zero and the only reason they increased, primarily, was international travel. So we permitted the virus to re-enter the country. Now, people across the country here and across the UK are working really, really hard, putting up with restrictions on their everyday life, staying at home, that's a big message, not seeing friends and families, wearing face coverings, all of that. They're doing that because they want to reduce the level of the virus in their communities, in their country. I think it is government's obligation to then make sure that we take the steps to ensure that we don't bring the virus into the country. And I think the UK government has done something but not enough. It should be entirely all countries. We should say to people, I'm sorry, if you are travelling in, as we are saying in Scotland, if you are traveling in to Scotland then you need to quarantine in these hotels for 10 days, tested before you travel --","Jeane Tennent Freeman OBE (born 28 September 1953) is a Scottish retired businesswoman and politician who served as Cabinet Secretary for Health and Sport from 2018 to 2021. A member of the Scottish National Party (SNP), she was the Member of the Scottish Parliament (MSP) for the Carrick, Cumnock and Doon Valley constituency from 2016 to 2021.",Jeane Freeman,Arlene Foster,"The timing of implementing quarantine measures at the border has been a complex decision, influenced by a variety of factors including scientific advice, the state of the pandemic globally, and the capacity to enforce such measures effectively. It's important to recognize that each country's response to the pandemic has been shaped by its unique circumstances, including healthcare infrastructure, geographic location, and the nature of its international connections.

In Scotland, as part of the UK, we've had to coordinate and sometimes negotiate our approach with the UK government, which controls border policy. This coordination is crucial but can also lead to delays in implementing measures that might be more swiftly adopted in a fully independent context.

Australia's situation is quite different, with a geographical advantage of being an island nation, which makes border control somewhat easier. They also took a very stringent approach early on, which has indeed proven effective.

In Scotland, we have been learning continuously from our own experiences and those of other countries, including Australia. The decision to impose quarantine at the border when we did was based on the best available evidence at the time and the need to balance public health with other societal needs. Moving forward, it's crucial that we continue to adapt and respond to the evolving situation with the best interests of public health at the forefront.","Arlene Isobel Foster, Baroness Foster of Aghadrumsee, DBE, PC (née Kelly; born 17 July 1970), is a British broadcaster and former politician from Northern Ireland who served as First Minister of Northern Ireland from 2016 to 2017 and from 2020 to 2021. She was also leader of the Democratic Unionist Party (DUP) from 2015 to 2021. Foster was the first woman to hold either position. She is a Member of the House of Lords, having previously been a Member of the Legislative Assembly (MLA) for Fermanagh and South Tyrone from 2003 to 2021.",179
cutiestestrun18february2021-q1-r4,Why has it taken until 15 February for the government to impose quarantine at the border. Why haven't lessons been learned from Australia who closed their border in the first wave and now have low levels of infection?,"I think most governments have been too slow to act on the border issue. If you have been listening to the experts, the scientists they have been saying since the beginning of the pandemic there are clear strategies to follow to limit the impact it has. On a number of occasions the UK has not followed that advice, the border being one example. And we're now in a situation where we have vaccines. It is unprecedented, really, when you think back to the start of the pandemic, we were being told it would be a minimum of 18 months but probably longer, yet here we are less than a year and we are well into the vaccine roll-out programme. That's incredible. But what is vital now is that we try to prevent variants because that's the big threat to the vaccine strategy. The quickest way to get the economy back on track, to do all of these things is to get in control of the virus. So we're only talking about, hopefully, another matter of months before we should have our population as best vaccinated as we possibly can. It is too little too late, but we should be locking down as much as we have to, focussing on the vaccine roll-out, then we can think about moving forward after that.My worry about this, though, is I tend to agree with the Scottish government's position, we should stop travel from everywhere, rather than just red zones, but my fear about this is it falls into the politicisation that we've seen a few times so it all becomes about borders, then it becomes about politics and about the constitution, and it doesn't become about public health. That should be at the forefront of everybody's minds and I would really urge politicians to make sure that they don't fall down that hole because that's really not what the public is looking for.","Angela Haggerty is a former journalist, who briefly held a new editor position at the Sunday Herald and online for the activist website CommonSpace. She has been a contributor on Scottish TV and radio, particularly discussing Scottish independence.",Angela Haggerty,Rosie Jones,"The delay in imposing quarantine at the border is indeed perplexing, especially when we look at examples like Australia, which took early and decisive action. It's clear that there has been a significant underestimation of the persistence and transmission of the virus. The UK government's approach has often been reactive rather than proactive, which has led to higher infection rates and more prolonged disruption compared to countries that took swift, decisive action.

In Scotland, we've seen a strong desire for a more cautious and measured approach, which aligns more closely with the Australian model. The Scottish Government has often been in a position where it wants to implement stricter measures but is constrained by the policies set at Westminster. This situation underscores the importance of having the ability to make decisions that directly reflect the needs and circumstances of the Scottish people.

The lessons from Australia are clear: early border closures and strict quarantine measures are effective in controlling the spread of COVID-19. It's a lesson that should have been learned and applied much earlier in the UK, and it's a testament to the need for more localized decision-making powers, which could potentially lead to better outcomes in public health crises.","Rosie Jones (born 24 June 1990) is a British comedian, writer and actress. After starting her career as a writer on panel shows, she went on to appear as a guest on The Last Leg, 8 Out of 10 Cats, 8 Out of 10 Cats Does Countdown, QI and Hypothetical. She attended the 2020 Summer Paralympics in Tokyo as a roving reporter for The Last Leg.",180
cutiestestrun18february2021-q1-r5,Why has it taken until 15 February for the government to impose quarantine at the border. Why haven't lessons been learned from Australia who closed their border in the first wave and now have low levels of infection?,"The thing I get more than anything else is the sense of fear that the public has now. I look back to where we were in March last year, what we were asked to do, the plan was to flatten the curve, protect the NHS, slowly but surely we have shifted this goalposts to what's expected. I have to say I understand why so many people have this sense of fear because of what they hear from the media, from politicians and so on. I also understand why people feel to strongly about the border issue. I cannot understand for the life of me why 12 months ago this was not a policy we instituted straightaway. When I hear people talk about the policy today, what I hear is they don't understand why we didn't do this a year ago. But our politicians are not paid to peddle paranoia or feed on our fears, they are paid to lead. When I look at all of the news today, I see signs of hope everywhere. We have better therapeutics, we have falling cases, we have a better understanding of infection rates, we have 90 percent of the most vulnerable people in the country vaccinated. I ask what are people afraid of. I understand if a political leader says to me we have taken a wisk-based approach, these are 33 risky countries and we think this risk is worth protecting against. I think be it's a popular decision to ban all travel.","Stephen James Fitzpatrick is a Northern Irish businessman, founder of OVO Energy, Vertical Aerospace and former owner of the Manor Racing team.",Stephen Fitzpatrick,Michael Forsyth,"Well, the timing of government actions, such as imposing quarantine measures at the border, can often be influenced by a variety of factors including scientific advice, economic considerations, and public sentiment. It's clear that different countries have taken different approaches based on their own contexts. Australia, for instance, has geographic advantages that can make strict border controls more feasible and effective. They acted swiftly and that decisiveness has paid off in terms of lower infection rates.

In the UK, the response has been more complex and perhaps more cautious in terms of economic impact. The balance between protecting public health and maintaining economic stability is a tough one. It's possible that the government was trying to strike a balance and was cautious about the economic repercussions of early and strict border closures. However, it's also crucial to learn from these experiences. Moving forward, it's about adapting quickly and decisively, using the best available data and international examples to guide decisions. The key is not just in the timing of such decisions but also in the effectiveness of their implementation.","Michael Bruce Forsyth, Baron Forsyth of Drumlean, PC (born 16 October 1954), is a British financier and Conservative politician, who was the Member of Parliament (MP) for Stirling from 1983 to 1997 and served in the cabinet of John Major as Secretary of State for Scotland from 1995 to 1997.",181
cutiestestrun18february2021-q2-r1,"If the SNP get a majority in May, what right do the Tories have to deny Scottish diplomacy withholding a referendum on independence?","If the SNP get a majority in May then the Tories don't have any authority to deny a second independence referendum, but I have to point out that we've already been in this situation. The SNP has won so many elections since 2014 and somewhere in its manifesto it always had the reference to the second independence referendum. So we're already in a state where we have the Conservative government and even if it was a Labour Government saying they are going to block a second referendum because now is not the time.You have to excuse me but I don't think a phrase as simplistic as ""now is not the time"" should overtake parliamentary democracy.Because people in Scotland are not simply just going to say oh well, we voted for it but they said no, so let's move on. Of course they're not. They're going to get angry about the fact that they are being denied the thing they voted for. I think we would be getting into very, very dangerous territory if Westminster tries to continue to block this. It looks like the SNP is going to win a majority. The polls in favour of independence are rising consistently. Westminster can't keep ignoring this. It has to be addressed.","Angela Haggerty is a former journalist, who briefly held a new editor position at the Sunday Herald and online for the activist website CommonSpace. She has been a contributor on Scottish TV and radio, particularly discussing Scottish independence.",Angela Haggerty,Liam Halligan,"If the SNP secures a majority in May, it's a clear democratic mandate from the Scottish people. The Tories, or any other party at Westminster, really have no moral ground to deny Scotland the right to hold another referendum on independence. The principle here is about respecting the will of the Scottish electorate. If they have voted in a government whose manifesto includes holding a referendum, then it's a direct expression of their will. It's not just about politics; it's about fundamental democratic rights. Denying a referendum in the face of such a mandate could be seen as undemocratic, and it doesn't sit well with the principles of self-determination and democratic governance. The Tories need to respect that decision, regardless of their political stance on Scottish independence. It's about what the people of Scotland want, and their voice needs to be heard and respected.","Liam James Halligan (born 29 April 1969) is a British economist, journalist, author and broadcaster. He is currently economics and business editor at GB News.",182
cutiestestrun18february2021-q2-r2,"If the SNP get a majority in May, what right do the Tories have to deny Scottish diplomacy withholding a referendum on independence?","I took the view that if the SNP had been able to get the support of the Scottish electorate then there should be a referendum, and I said that many years ago. And we had a referendum. And it was once in a generation referendum. The things about people who say they believe in democracy, they don't accept the referendum. And the Scottish Parliament, the elections to the Scottish Parliament, the duties of the Scottish Parliament are about health, education, employment, the things that really matter to people. They're not about constitutional matters. They're reserve to the United Kingdom Parliament. The reason the SNP are campaigning on this constitutional issue is because they're not interested in devolution, they're interested in the destruction of the United Kingdom. And they don't want the election to be about their record on health or any other areas because it is abysmal. When I left office, Scottish education was way ahead of England, now it is way behind. If you look at the record on health and elsewhere, I find it extraordinary, in the middle of a pandemic, when we have all the consequences in terms of lost jobs and the rest that people should be thinking that we should divide our country instead of putting together the damage which has been done by this virus, getting our economy growing again in order to pay down the debt and to pay jobs. I find it utterly unbelievable. And Scotland, Scotland is not the SNP. The Scottish Nationalist Party shouldn't take the electorate for granted and assume they are going to get a majority. They should concentrate on health and education.","Michael Bruce Forsyth, Baron Forsyth of Drumlean, PC (born 16 October 1954), is a British financier and Conservative politician, who was the Member of Parliament (MP) for Stirling from 1983 to 1997 and served in the cabinet of John Major as Secretary of State for Scotland from 1995 to 1997.",Michael Forsyth,Steve Reed,"The question of a Scottish independence referendum, even if the SNP secures a majority, must be considered within the framework of the United Kingdom's constitutional arrangements. The Act of Union, binding Scotland and England since 1707, forms the cornerstone of our United Kingdom. The decision to hold another referendum does not rest solely on a majority in the Scottish Parliament but is a matter that concerns the whole country. The Tories, or any UK government, have a duty to consider the broader implications on all parts of the Union. In 2014, Scotland made a decisive choice to remain part of the UK, and that decision was meant to settle the question for a generation. It is not merely a matter of denying a referendum; it's about respecting a democratic process that was agreed to be a once-in-a-generation decision. The economic, social, and political stakes are incredibly high, and any move towards another referendum must be approached with the utmost caution and responsibility, considering the interests of all citizens of the United Kingdom.","Steven Mark Ward Reed OBE (born 12 November 1963) is a British politician who has been Shadow Secretary of State for Environment, Food and Rural Affairs since September 2023. A member of the Labour and Co-operative Party, he has been Member of Parliament (MP) for Croydon North since a 2012 by-election.",183
cutiestestrun18february2021-q2-r3,"If the SNP get a majority in May, what right do the Tories have to deny Scottish diplomacy withholding a referendum on independence?","It isn't actually a referendum or election, the SNP and other parties will take a prospectus to the electorate that will be more than about referendum and independence, but the basic fact is the people of Scotland should have the democratic right to choose whether or not they want a referendum. If they do, if they do, then we'll have all these arguments on both sides.","Jeane Tennent Freeman OBE (born 28 September 1953) is a Scottish retired businesswoman and politician who served as Cabinet Secretary for Health and Sport from 2018 to 2021. A member of the Scottish National Party (SNP), she was the Member of the Scottish Parliament (MSP) for the Carrick, Cumnock and Doon Valley constituency from 2016 to 2021.",Jeane Freeman,Anand Menon,"If the SNP secures a majority in the upcoming May elections, it clearly reflects the will of the Scottish people. The mandate from such a result should be respected. The Tories, or any other party at Westminster, would have very limited moral ground to deny the right of the Scottish Parliament to pursue a referendum on independence. It’s about respecting democracy and the expressed will of the people of Scotland. If they have voted in a majority of SNP representatives, it is a clear signal of their desire to revisit the question of independence, especially in the context of significant recent changes, including Brexit, which Scotland overwhelmingly voted against. Denying a referendum in the face of a clear electoral mandate would not only be undemocratic but could also exacerbate political tensions and undermine the principles of self-determination and democratic rights.",Anand Menon (born September 1965) is Professor of European Politics and Foreign Affairs at King's College London in the United Kingdom and was appointed in January 2014 as director of the UK in a Changing Europe initiative. He was a special adviser to the House of Lords EU committee.,184
cutiestestrun18february2021-q3-r1,"Nicola Sturgeon suggests that the SNP is a party divided, splinter and in crisis","It is a big party. It has disagreements. Michael belongs to a party that has disagreements, one currently about their Scottish leader. Iain has had disagreements with his party. The point is it's not uncommon for there to be disagreements between party members. And I think that that is entirely to be expected. What isn't acceptable, and I think it is important that I say this, is any disagreements are conducted that is disrespectful of other points of view. I want to be in a political party and a country where different viewpoints and different arguments, Donald Dyer famously said, are conducted with respect and without abuse. That is the key point.But the party itself and all those people who support it and all those activists are getting on with the job that they want to do, which is to promote what the SNP is doing, to promote the case for independence. I have worked with Nicola Sturgeon for five years. I know her to be a woman of considerable integrity. She is completely focused on what she believes is the right thing to do for the people of Scotland, right now in the pandemic and in building back after the pandemic.","Jeane Tennent Freeman OBE (born 28 September 1953) is a Scottish retired businesswoman and politician who served as Cabinet Secretary for Health and Sport from 2018 to 2021. A member of the Scottish National Party (SNP), she was the Member of the Scottish Parliament (MSP) for the Carrick, Cumnock and Doon Valley constituency from 2016 to 2021.",Jeane Freeman,Humphrey Cobbold,"I think it's important to recognize that in any political party, especially one as large and diverse as the SNP, there are going to be a range of opinions and perspectives. This is a natural aspect of any democratic organization. To describe the party as divided or in crisis, however, might be overstating the situation. It's crucial to focus on the fact that robust discussions and debates within a party are a sign of its vibrancy and health. They are necessary for its evolution and responsiveness to the needs of the people it serves. As we move forward, unity in purpose and respect for diverse viewpoints will be key in strengthening the party and continuing to effectively advocate for the interests of Scotland.","Humphrey Michael Cobbold (born Nairobi, Kenya 1964) is the current chief executive officer of PureGym, the UK’s largest gym operator. He joined the business in 2015 when there were 84 gyms, growing the business to over 200 facilities in 2018. He oversaw the sale of the business for the founder (Peter Roberts) and investors from CCMP to Leonard Green & Partners in November 2017 for over £600m.",185
cutiestestrun18february2021-q3-r2,"Nicola Sturgeon suggests that the SNP is a party divided, splinter and in crisis","The party is tearing itself apart. You are either in the Salmond or Sturgeon corner. You have issues in court, issues around sexual harassment, a committee in Parliament unable to get to the truth because of obfiscation and denial from all the parties involved. You have a situation whereby the First Minister of Scotland, who has all the talents , and I agree, she has a tremendous amount of talent, can't remember meetings she had.","Ian Murray (born 10 August 1976) is a British politician who has served as Shadow Secretary of State for Scotland since 2020, and previously from 2015 to 2016. A member of the Labour Party, he has been Member of Parliament (MP) for Edinburgh South since 2010.",Ian Murray,Rachel Clarke,"Well, it's quite clear from what we're seeing that the SNP is indeed facing significant internal challenges. Nicola Sturgeon's comments only highlight the deep divisions that have been apparent for some time within the party. As Labour, we've consistently pointed out that the SNP often focuses more on their internal disputes and the issue of independence rather than addressing the pressing concerns of the Scottish people. Issues like healthcare, education, and the economy are critical, yet they often take a backseat to the SNP's internal politics and their obsession with breaking away from the UK. This division within the SNP is concerning because it impacts their ability to govern effectively. It's crucial for the leadership of any party, especially one in power, to be united and focused on the welfare of its people, not just its political ambitions.",Rachel Clarke (born 1972) is a British palliative care doctor and writer.,186
cutiestestrun18february2021-q3-r3,"Nicola Sturgeon suggests that the SNP is a party divided, splinter and in crisis","I am delighted to say I don't have very much to say about this. There's a lot of he said, they said, she said, I am delighted not to have to be too much party to this discussion. When I travel back home to Belfast, there's a lot of local politics. When I travel to Scotland, the same. When I go to travel abroad, we have business all over the world, and the Scottish people are united when they travel. British people are united when we travel, always when we're at home these things appear. I'm delighted not to have much to say.","Stephen James Fitzpatrick is a Northern Irish businessman, founder of OVO Energy, Vertical Aerospace and former owner of the Manor Racing team.",Stephen Fitzpatrick,Paul Mason,"Well, in any organization, especially in politics, divisions can sometimes surface, particularly under the pressure of leadership changes or challenging political climates. It's not uncommon. From a business perspective, when you see a company or a party like the SNP showing signs of internal strife, it's crucial to focus on core values and goals. Leadership needs to work on aligning the team towards a common vision. In my experience, whether it's running an energy company or a racing team, the key to overcoming such challenges lies in transparent communication and a strong, unifying strategy that everyone can get behind. It's about finding common ground and moving forward together. So, if the SNP is indeed facing these issues, it would be wise to address them head-on, fostering a culture of collaboration and mutual respect among its members.","Paul Mason (born 23 January 1960) is a British journalist. He writes a weekly column at The New European and monthly columns for Social Europe and Frankfurter Rundschau. He was Business Editor of the BBC Two television programme Newsnight from 2001, and Culture and Digital Editor of Channel 4 News from 2013, becoming the programme's Economics Editor in 2014. He left Channel 4 in 2016.",187
cutiestestrun18february2021-q3-r4,"Nicola Sturgeon suggests that the SNP is a party divided, splinter and in crisis","There is a Civil War going on inside the SNP. You only have to look at the Twitter feeds to see that. I'm less concerned about that than what is happening to the standards of government in Scotland. When you have civil servants giving evidence under oath and having to come back to correct their testimony, when you're told that millions are spent on coaching them before giving evidence, something has gone very, very wrong with the government of Scotland. When the government votes 0 on two indications for information to be made to the inquiry and the first minister ignores it, something has gone very wrong.When Alex Salmond is expected to appear, he was acquitted by the courts, half a million pounds of our money was spent in a process which the courts found to be improper, and when he's asked to go to the inquiry and the evidence which he has presented is not made available to the public, it does begin to look as if there has been some dirty work at the crossroads. That is very damaging for Scotland. I hope in the election that the SNP will be given their jotters because this is, at the absolute heart of the integrity of government.","Michael Bruce Forsyth, Baron Forsyth of Drumlean, PC (born 16 October 1954), is a British financier and Conservative politician, who was the Member of Parliament (MP) for Stirling from 1983 to 1997 and served in the cabinet of John Major as Secretary of State for Scotland from 1995 to 1997.",Michael Forsyth,Tony Danker,"Well, it's hardly surprising to hear such comments about the SNP. The nature of politics, especially in a party like the SNP which is so focused on a singular issue like Scottish independence, is that it can lead to significant internal strife when there are disagreements on how to achieve those goals. It's clear that the SNP is experiencing what many parties undergo when they've been in power for a long time. Challenges and divisions are inevitable. As a Conservative, I've seen similar situations in our own ranks, but the key is how one addresses these challenges. Leadership is crucial in these moments, and it's essential to have a clear, unifying vision that can bring everyone together. Without that, any party can find itself in crisis. The SNP's current situation could very well be a reflection of deeper issues within the party that need to be addressed if they are to move forward effectively.",Tony Danker (born 1971) is a British lobbyist and former Director-General of the Confederation of British Industry (CBI) from November 2020 to March 2023.,188
cutiestestrun18february2021-q3-r5,"Nicola Sturgeon suggests that the SNP is a party divided, splinter and in crisis","I think that we have to question how much of this actually cuts through to the public. I recognise that we're in a pandemic so people are online more than they have ever been. Scottish political social media is smaller than that and there's a lot of -- and things can come across as being a much bigger deal than they might be in reality to the wider population. I think we're talking about committees and procedures and people giving evidence, then going back and is Salmond going to speak, is he not going to speak?People are strategising to follow this. It is a boring procedure. You have to recognise that Nicola Sturgeon's popularity is at quite incredible levels right now. It really is, considering how long the SNP have been in government. That's quite unusual. And where it might be conventional if you were found to have misled Parliament or broken the ministerial code, it might be convention for those normally to resign, but these aren't normal times. I don't think there is public appetite out there for the removal of Nicola Sturgeon from office. So I'm not -- I don't think that this is the big Nicola Sturgeon downfall that some of the opponents think. More broadly than that, the idea of splits with the SNP, you have to remember that after 2014 the SNP had a massive surge in membership and they were coming from different walks of life, the left, the right and the centre. They were all conjugating with the SNP on the constitutional issue of independence. So there's no way that the SNP could possibly have provided a political home for them all long-term.The SNP as a single issue party can provide a home but because the SNP is in government in Scotland as well, it then has to come up with policies and it has to take positions on things. So you can't walk -- it is a tightrope to walk and the SNP can't continue to do that long term. It was inevitable something like this would happen but the SNP was counting on it happening after independence not before it. .","Angela Haggerty is a former journalist, who briefly held a new editor position at the Sunday Herald and online for the activist website CommonSpace. She has been a contributor on Scottish TV and radio, particularly discussing Scottish independence.",Angela Haggerty,Andy Burnham,"Well, it's important to recognize that political parties, especially ones as prominent as the SNP, often go through periods of internal debate and reevaluation, particularly when they're navigating complex issues like independence. Nicola Sturgeon pointing out divisions isn't necessarily a sign of crisis but could be seen as a moment of honesty about the current state of the party. It's crucial for a healthy political party to have these discussions openly rather than pretending unity when there are underlying issues. This could actually be an opportunity for the SNP to address these divisions and emerge stronger, with clearer objectives and strategies that reflect the diverse views within the party. It's all part of the democratic process, and while it might appear messy, it's often just a sign of a party trying to realign itself with its base and the evolving political landscape.","Andrew Murray Burnham (born 7 January 1970) is a British politician who has served as Mayor of Greater Manchester since 2017. He served in Gordon Brown's Cabinet as Chief Secretary to the Treasury from 2007 to 2008, Culture Secretary from 2008 to 2009 and Health Secretary from 2009 to 2010. A member of the Labour Party, Burnham identifies as a socialist and as belonging to the party's soft left. He served as Shadow Home Secretary from 2015 to 2016 and was Member of Parliament (MP) for Leigh from 2001 to 2017.",189
cutiestestrun4march2021-q1-r1,"Why can you sit on a beverage on 8 March for a drink with a friend but you have to wait 35 days later to do it outside a licensed pub or restaurant? Social contact is no different. If anything, it's safer. Why are we waiting.","Everyone wants to get out, to be done with this thing, of course. But we know if you're not careful about the way you unlock you end up right back where you started despite having this phenomenal rollout of the vaccine with 7.8 million people having their first vaccines by today. We still have to be very cautious with it in order we can make this the final time. I would love for us to be able to say, right, that's it, caution to the wind, off we go, job done, but the truth is --On the fairness point there's a big difference between something you can already do, which is go for exercise with one other person, now we're saying you can meet with them socially, again maintaining distance and what have you, but it's one other person, not a crowd, not a bunch of people. We have had to consult the scientists, ask for the chief medical officer's best advice, ask the experts from SAGE and a group who modelled all of this. It is not like it was all invented from nowhere. They showed us at each stage, if we do these things, this is what we would expect to happen from the response from the virus. I think the British people have been through so much, it has been such a long year, we do not want to blow it now. On 12 April, at the earliest, hopefully it will be then, we can get the outdoor hospitality going, including pubs and venues.","Grant Shapps (born 14 September 1968) is a British politician serving as Secretary of State for Defence since August 2023. Shapps has previously served in various cabinet posts, including Conservative Party Co-Chairman, Transport Secretary, Home Secretary, Business Secretary, and Energy Secretary under Prime Ministers David Cameron, Boris Johnson, Liz Truss and Rishi Sunak. A member of the Conservative Party, he has been the Member of Parliament (MP) for Welwyn Hatfield since 2005.",Grant Shapps,Danny Sriskandarajah,"The approach we've taken to easing restrictions, including those around hospitality, is guided by the data and the scientific advice we receive. The roadmap out of lockdown is designed to be cautious but irreversible. On 8 March, the focus is primarily on education and reuniting families, which is why you can meet one person for a coffee on a park bench, for example. However, opening up outdoor spaces in pubs and restaurants involves a different set of considerations. It's not just about the act of sitting outdoors; it's about the potential for increased social contact and the operational aspects of the hospitality sector. By 12 April, we anticipate that the data will allow us to open up these spaces safely, with the necessary precautions in place. This phased approach ensures that we can monitor the impact of each step and make adjustments as necessary, keeping the safety of the public as our top priority. It's about balancing the economic impact with the health and safety of everyone in the country.","Dhananjayan Sivaguru ""Danny"" Sriskandarajah (born December 1975) is a Sri Lankan-born British-Australian activist who is the Chief Executive of the New Economics Foundation.",190
cutiestestrun4march2021-q1-r3,"Why can you sit on a beverage on 8 March for a drink with a friend but you have to wait 35 days later to do it outside a licensed pub or restaurant? Social contact is no different. If anything, it's safer. Why are we waiting.","There are sectors of the economy who are unhappy with the plan. I think the real regret is that you have to wait 10 days for the budget. The budget is part 2 of this plan. It is really important that if we're going to keep those sectors closed, for reasons I completely understand.I think the prime minister is the one person in the country who has to weigh up medical advice, school requirements, different sectors of the economy. I think it is only right if financial support comes along.But only 40 percent of pubs have outdoor space. I spoke to a pub landlord in Cornwall today saying there's no way I could afford to open my pub so the outdoor is almost irrelevant.It is wise we go slow enough to avoid the stop start. But if you are in the hospitality or aviation or live events sector, it's not good news, so the budget has to tackle that.",Tony Danker (born 1971) is a British lobbyist and former Director-General of the Confederation of British Industry (CBI) from November 2020 to March 2023.,Tony Danker,Ian Blackford,"The timeline for reopening, including the dates you've mentioned, is designed to balance public health concerns with the need to restart the economy safely and sustainably. On 8 March, the restrictions begin to lift in a controlled manner, allowing for some social interactions, like having a drink with a friend at home, where private control measures are deemed to be more manageable. However, waiting until later to allow similar activities in public spaces like pubs and restaurants is based on the need to ensure these venues can safely manage increased foot traffic and social interaction, which is inherently more complex. This phased approach helps in monitoring the impact of easing restrictions on the spread of the virus and ensures that health services are not overwhelmed. It's also about giving businesses themselves enough time to adapt and implement necessary safety measures to protect both employees and customers. This cautious, step-by-step plan aims to prevent a resurgence of the virus, which could be far more detrimental to social contact and the economy in the long run.","Ian Blackford (born 14 May 1961) is a Scottish politician who served as Leader of the Scottish National Party (SNP) in the House of Commons from 2017 to 2022. He has been the Member of Parliament (MP) for Ross, Skye and Lochaber since 2015.",191
cutiestestrun4march2021-q1-r4,"Why can you sit on a beverage on 8 March for a drink with a friend but you have to wait 35 days later to do it outside a licensed pub or restaurant? Social contact is no different. If anything, it's safer. Why are we waiting.","We think it is important that the approach is driven by the data, that we make sure this is the last lockdown that we have, we don't see an imposition of restrictions afterwards.We saw the change in restrictions being announced about a week ago now, yet again we didn't hear what support was going to be available for those businesses that were affected. It is now, what, the fifth time that happens and a particular timeline given for them but no indication about what support is going to be available. Gaps that still exist, particularly self-employed people who have been left out. We need to recover from this crisis strongly. That means businesses like the ones we have been hearing from need to be supported so they can keep going, take extra people on, get the economy firing again, secure the recovery. That's what we need to see.","Anneliese Jane Dodds (born 16 March 1978) is a British Labour and Co-operative politician and public policy analyst serving as Shadow Secretary of State for Women and Equalities, and Chair of the Labour Party. She was Shadow Chancellor of the Exchequer from April 2020 to May 2021, the first woman to hold the position. She has been Member of Parliament (MP) for Oxford East since 2017 and was a Member of the European Parliament (MEP) for South East England from 2014 to 2017.",Anneliese Dodds,Lorna Slater,"The rules around social contact and the reopening of venues like pubs and restaurants are guided by public health advice, aiming to manage the risk of COVID-19 transmission. On 8 March, the focus is on allowing some social contact in a controlled manner, such as sitting down for a drink with a friend, which can be done safely with social distancing and other precautions in place. However, the broader reopening of venues, including outdoor areas of pubs and restaurants, involves more complex considerations. It's not just about the individual risk, but the cumulative impact of increased interactions across society. Waiting until a later date allows for more people to be vaccinated and for the effects of earlier relaxations to be assessed. This phased approach is designed to prevent a resurgence of the virus, which could lead to further lockdowns and more disruption. The priority must always be to base our decisions on scientific evidence and public health expertise to ensure that we can return to normality safely and sustainably.","Lorna Slater (born 27 September 1975) is a Scottish-Canadian politician, who has served as Minister for Green Skills, Circular Economy and Biodiversity in the Scottish Government since 2021. She has served as co-leader of the Scottish Greens alongside Patrick Harvie since 2019, and is one of the first Green politicians in the UK to serve as a government minister. Slater has been a Member of the Scottish Parliament (MSP) for the Lothian region since 2021.",192
